dsp_id	title	artists	isrc	usages	revenue
pejfPbEdkzxjfDrKSshgpTQhdlWtxL	real beyond	Dawn Esparza|Jordan Freeman	KNRIT5700319	835874	5981425884.31748
pYdPFDNJVHeRyCzujkkCUJHaTNFBLf	but assume candidate	Brittany Beck|Robert Gardner|Ryan Myers	TDPTK4978286	186315	8447951.73
XThRKOenNwDryNMHPSubxeWRIWcQbW	Mr hear use second	Karina Andrade|Lisa Munoz|Stephanie Hernandez|William Moses	KRQSG7847227	811172	2177.26
kIkTwsJUweABhPwgVfGXEIzpGHAzCB	tree radio	Kim Allen|Caleb Roberts|Amber Richardson|Zoe Martinez	LUBQQ9995014	157871	0.1710492888
PrwoCXIBrcIOXrFBcgKvytmjJSXBXJ	point a box hot	Joseph Sweeney|Matthew Hunt|David Thomas|Tiffany Baldwin|Brian Harris	TDRVP5382349	666420	275.31191299
xMHSLnaTjzyQnNDElMokRPfOwySESU	father three sit	Joseph Hughes|Kayla Kidd|Teresa Marks|Sharon Weaver	LTNXR0822247	311288	5605561940.77
YXjQpAlUMeYMlFAzFeASzueKhOIBhL	camera lawyer human push	John Martin	THIGC5304921	985013	5847322424.658
PhWeNzVVABJrNiJIcnlVvNNbmWwmQG	weight see	Samantha White		177678	7121527087364.0
TQQDYgMOYMQDtpOrjftGSNhjIwbjYR	somebody responsibility own price	David Hall	DJPSE6702328	854245	47.0
fDEblLVFEVROcKsNqrLRvHxjVvKYwE	three always girl guess	Roger Pacheco|Mallory Roberts|Debbie Garcia	PANLY1900772	665391	4342.0
lSwsGPoRgnMhjMQjkuDuohcYlxvjyK	plan property	Sandra Williams	RWZZS4635019	482940	56.1490684
edKAAWGcRoFPiTQoxwnwykMKcSlNKI	you room ahead	Jacqueline Aguilar|Amber Gonzales|Michael Gomez|Vanessa Daniel|Stephanie Wells	SVFLV7738885	980265	47171.8
teGgGgRFmefWLydOXIhUiNeGGbwTVP	tax level	Bobby Vargas|Bradley Townsend|Deborah Hodges	KHPZI0195770	984015	530379202375.0
NPxBhsACDgkdAPSLiOnKHcQomHBPWQ	ability change third	Edward Hernandez|Sean Juarez|Daniel Gonzalez	MDGRN5307368	854394	7532597166867.0
lrCLpVTOniPBZenttUpNfazETRfyLX	call cut require		TROYP3366734	948955	111819640547.209
HCDwHHQfvmnphWGIcnyBoBZNgCzfJr	new television policy	Catherine Swanson|Jesse Rangel MD|Todd Vargas	SYYXJ0534912	772120	8582.566798
rMpAUxKUHXAZkMDRNYkxCHHxPzndQk	enough near free	Jason Conley|Antonio Lopez|Dale Cook|Mr. Alan Arroyo	FJSII4583433	854184	115.77144840482
jTRdHpNTForWyxIfeyhgqRrLiIFSfG	executive success garden order	Nicholas Cox|Elizabeth Boyer|Eugene Hale|Thomas Robertson	PWPSG3339807	862663	2470830311.0
iIRyXLhXKZfbOJtbGuHkOUMTePMxbK	institution popular none	Jason Valdez|Joseph Livingston|Robert Wallace|Dr. Jeffrey Rodriguez	AMKCT9586044	581984	63.682010629843
TYUgcIHnNwDpOzKWzkKvdFPcnDmXGp	similar plant need whole	Lindsay Carter|Ian Hall	COWOB6649203	362264	929.9
yzZwRAxncoZLyRVoyZwJiEtDDQfErq	us western	Alexis Owens|Abigail Holland	TZBOY1722326	215198	8.350425949
vzGLkTPctfNFgxAPdGKsIqNZARkugS	relationship foreign	Robin Mathis|Rebecca Willis		148842	816682.425
YtNhPeXAsBNgTVgqKMIJdqJHtFVUQj	cause near fight benefit	Erin Thomas|Amanda Davis|Paul Anderson|Cynthia Walker	VNMJB5233371	3612	9.38249928708676
RbKCAQZnOXRFKfLZoAvNqTvTShFLDO	card group	Kim Nolan|Joshua Miller|Bobby Drake	QAXWV8624857	141146	3220.1
xqUUqvJZIPKFmVcyEDIEtjJrDCzcVl	far avoid hour	Isaiah Adams|Andrea Mason	KIIOG2992250	736893	775576821.5
ygpftQEYIefkiMHHLVEWUExBHKTfSJ	family surface unit listen	Joshua James|Matthew Townsend	FRKQD8514602	490405	2079377.562647
WTxiLEgbYTHCxrVlUgSliAYwrOPqZn	indicate behind scientist	Melissa Mcdowell|Nathan Hernandez|Dr. Paula Maxwell|Paul Martin|Craig Jennings	CLWIX0566149	773977	37630590138310.7
pHdfjAAKgMqlghfyqTJtxhKfGTHkjZ	tough reveal space	Anne Reed	LVTGI6368701	691623	2379197.449994
WHgvfGNHTEgKdyfvqouuwPlBzMukTL	beautiful center difference idea	Colton Watson|Javier Morgan|Jacqueline King|Rachel Moore PhD|Michele Ellis	ARSPK5073102	964618	2044579062.0
yicFPcxivEzJbxWicBdIxpiInvVdIB	wrong market interesting appear	Raymond Todd|Jessica Collins|Jennifer Taylor|Michael Rodriguez|Judy Warren	CGPJE5111755	848195	58047471656.6
HaaPbIOlNPeXLHvIzkFZXqmQJUUpqz	law partner American get	Seth Navarro|Felicia Stokes|Chelsey Mendoza|Alyssa Peterson	TDNZC7005945	669376	8400818694.0
MeErRwHXKGiOUSfggGbOnSxoVudHHr		Emily Hatfield|Shawn Anderson|Stephanie Clarke	SVAOT7673194	950427	5928.979149
pLrvIKhPUQjgewDRqpKeiXBadKglpN	south require	Linda Evans|Christine Miller|Karen Young|Abigail Lopez	TDJKQ9339557	589792	1.94377674591223
JMoBpWfIIuBHAflsOWQZiuuDQMvovc	matter project	Caroline Morse|Dawn Mendoza|Stacy Singh|Lindsay Allen|Thomas Duncan	GNOHQ5275986	294970	667703649373319.0
FeGVXsOInRihsNAKacFFuWwZxJHeym	sort reason know himself	Mrs. Kimberly Johnson MD|Mrs. Mary Moody|Deborah Jones	BFBDR0225282	938667	93.72
UaiyRtJbWmsRPxounnhpcZlmHjvaAx	team grow pretty	Sandra Alvarez|Holly Grimes|Tracy Ayers|Derek Lee	SDYFJ5431462	814321	99093150.0
auqMLbkJzHUISvpveaCqSQPTWHsOhh	western building board	Jeremy Rodriguez|Sarah Lawrence	LCTLO2088248	758647	70730535144.8599
izKWwqgfACrZhezoPQtiAiHIabUbyq	relationship pull magazine	Marcus Rivera	MRVMN6152359	447832	29549.6
gWEXAGCpvfXEHiHSTVsvLAgTrOiRqV	part behind represent	Amy Cummings|Todd Reyes|Tiffany Dean	UGUQO1790072	900010	3373.542886595
BGdxCENhIQtozmWmzEnRHKzsmiaRzZ	sing bar unit	Mrs. Kristy Haney DDS	LCZKT8002182	617670	
GTvdduZkOjKdCesebYiVpXXzDDOhyE	husband machine know court	Betty Daniels	GQWBE7464387	770362	75953437197.436
KOLXkhngeyAsTNEngaFVMxNKBzOWih	yes behind need	Melissa Martinez|Audrey Nelson|Sheila Robinson|Natalie Wright	ADACJ2567021	680732	82142752756.525
dMZfVQOJaVlWxgGIpOPJXSsjIXOAQK	car every garden authority	Tanner Hamilton|Benjamin Gutierrez	SLHTQ7378252	945659	135929858.43047
zAkuaqaoLMokBRBvXeGcCqzoDzcwIZ	teacher social style	Stacey Stephenson|Shannon Harris|Elizabeth Burns|Nicholas Wheeler	MLYXH8064265	635206	3783069881866.84
xcQAqYARkdBOLBPtreXUVEgdUjWtjz	when measure view	Christopher Henry|Linda Bartlett|Lori Mejia	YESKX8943909	613025	940195.25
YDzlCcwzVEVIUqHlDjEEpXKesOZNXP	wife most nation	Gerald Jennings	ZMQXO0311236	34635	47.1503
pZCiSatKbvijOMZxcfOgYBxyxhYRne	vote position under now	Marilyn Salazar|Lindsay Chapman|Nicole Simon	PHIBV6678274	220308	29482566.0
FWIvVfRcPJkFQVeHDiSPDFmJEGyRSp	evening break	Kevin Fuller	KHCSE3566555	468274	4339903928772.0
aTyuKCvuxNkkpCbFXgPpZaNfdoetlC		Ryan Dunn|Mrs. Tiffany Reyes DVM|Samantha Burton	IEUBK1406275	31300	5546408896.63
xDtHPQuGTlSUITOmgPVfurYyaNikxd	health scene strong reality	Jack Howell|Melissa Watson|Brenda Smith|Shannon Mitchell	IDZDW1081436	83626	60801962801.4235
hMdYYNVcEXqriRfrnemPQoxlhPcdDW	attack exist approach	Greg Allen|Jeremy Simon|Heather Myers|David Boyer|Thomas Cole	JPOOF8768899	161129	2543835165.6919
FCSDkTqykdoxHIUlXxUhdIBwUKexgP	none marriage a	Carla Cunningham|Mary Stevens|Lori Thornton|Ashley Byrd|Sonya Stephens	PTJRK6231680	711533	263.29232
bASkUphQoKvCvZeMwSfVZjkAtEswdp		Laurie Brown|Steven Vega|Todd Jackson|Kevin Wright|Jessica Schmidt	KNRTF2865906	517912	86883836010862.2
CivSYVuJesfhONaWAZtPPAWRWOdqWt	animal almost maybe	Daniel Fox|Eric Bennett|Jorge Anderson|Madison Nixon	FRXVI8766196		
OwPdVvMbDfWNSHlYBQYqvoZsrfpdyD	only despite hair	Jaime Bailey|Ruth Williamson	MAFQY4423244	828798	6878487627.44
vuptmbAjPvaGqNBjRuWsGBSOHctbzp	marriage fast finally	Robert Stevens|Jeanne Craig|Cassandra Jimenez|Kathryn Young|Sarah Taylor	CDRSN4420616	607429	931734.921
ZozWINxsDKaBLrVQYQOumlfEniyIRI	themselves accept	Angela Johnson	TNIQH7150024	359208	571585.49055539
pYqPsDnGwbPyDyMNacMJNgKLBbIsIk	although meet resource though	Gregory Jones|Angela Mccoy|Taylor Taylor|Jason Espinoza|Laurie Wagner	MACOE7532379	156659	379.909567594
DbLfKKlLUARjoiehcNcnbpXOYVbMsS	stuff three green happen	Blake Carrillo|John Clements|Richard Hampton|Eric Ross|Brian Green	GTBSO9478135	691626	824018114.0
ospPebwdEVskDJVCJCYiNbBDufDNYp	he read five	Brian Mccormick|Christian Simpson	JOFCJ5288389	656157	6920416116162.0
jPurabhQGMziQeFUcGcQRxeKCdmyYN		Jessica Bray DVM|Benjamin Simmons|Mike Barber|Casey Mack	GADHP2448762	304787	0.221926303595
SnLcLqjWZKLZTTMlXkrcSstYaWgzDp	my work turn	Brett Douglas|Dr. Suzanne Sanchez	ITJME0110677	97321	
nlsHmBVHJVyOHEqeVLGgwmyELLObmv	big within give	Jon Richardson|Mr. James Mcdonald|David Kline|Tonya Simon	SGXBB0747517	433542	93599.32116
sSQJntJCnaNAScgJsBjVjCdNFlMjgw	air personal method		LIIWK1703115	406964	183.178642482
rDOtRRlUHimYXRXRCqjKoeAuqtqEwQ	trade crime run	Linda Roman|Nicole Gregory DDS	CGFTX8140784	264752	1.49787777509513
cAjIaeaAdwfgnulFxomGOrhVHRzWSN	list probably	Kristin Rogers|Alexandra Alexander|Kimberly Castro	KPAKE7967379	475951	660929.49
XFNnVYygUapLEQSuuRHNDGxTNVKrCc	response those	Kenneth Bailey|Melissa Hendrix|Allison Harris	NEDTM4959687	704070	15976568645513.0
DgkmzkXLYwaCGEuvCZhHDbhOIcgoRS	maintain free	Javier Webb	NLNFH5183601	143918	90712.11335
HKlmWdOdbJWJtxXKtsMRValUxRJqXB	group something yourself	Mark Stewart	MMLFZ9398339	462870	55.1784
FAjEuzgakNBXVbFMXuBKzcNvOvGbKv	table enough soon process	Philip Clayton|William Frost|Robert Wilson|Melissa Cortez|Ethan Jenkins	HNIEQ3292195	694067	6.0
KuBuKfVIyDyUTVqqdYkwPHrLoFEnMC	after soldier	Matthew Frye	TDQLZ8968887	536998	7296224.0
vvmesfviyurfLXaSSxuJxiYmauwbDj	miss set	Mitchell Montgomery	GQLNB2319943	457282	85283730.437
iPnzJzSfevSqQBwdMKSJHaIbcETPDG	southern into	William Baker|John Gilbert|Stacey Bryant|Scott Gardner|Kimberly Lopez	JPZFD6193750	746197	60700465334669.5
FdyQPOhGfIMuVtdhMFuuJhJCaQBizf	while little power	Kelly Bentley|Andrea Young|Willie White|Ann Evans|Lisa Horton	THTWY7822505	882655	4857271.97
DFOmBxuNeuelRFRJDGVyNnXEaAvtsI	the explain current	Christopher Patel|Cassie Maddox|Randy Higgins|Rebecca Adkins	LASQO7014470	986847	68516.1811691
oLjPOfdwGFzBdKnBNkYzOJcGIsXQXU	them marriage	Barbara Bradley|Christopher Harris|Joe Soto|Jessica Hall|Teresa Guerrero	BZRIY9057564	982824	916.485553183
WKNzOjxFCUmDeYdWVjTKLDmhiMFvDE	without happy	Stephen Ryan|Ryan Frey|Thomas Clark|Shari Evans	SNBTU4038057	486744	7540248100.0
ESsQcWLFcvBOZHfapWEfPNmfPHaLXu	country spring	James Holt|Peggy Johnson	UGOBU8365238	67870	33019245537.0
uydbtQOvOoxcXotKgjnXUNwtDJLPbI	wrong voice for	Robert Edwards|Yolanda Rhodes|Anna Rodriguez|Melissa Boyd	AMAYG8805688	564321	816645.47824981
aAhifsmRRiUGwjYbKLXoRLZKmsUVtD	range pick	Alyssa Jones|Michael Collins|Micheal Butler	CDENI8997058	172587	5.93361661625
ewWzhObsAzHnEQWELMsEYoHcItYbLs	himself house open	Amber Garcia|Jennifer Herrera|Tonya Harding|John Martinez	GHFLZ7387963	983812	390980899.3
GemjdpRMgEfrxoJBDjQZtDTgJMvJKE		Eric Davenport|Bob Vasquez|Kathryn Jones|Pamela Hobbs|Joseph Lane	MHIRN8359940	579210	99299865.7248
BbRpbpLEtWYFnCNMtZpVtQVBrrBvFU	page participant	Stacy Barker|Stephanie Lewis|Sheri Adams|Kevin Coleman	AGIHE3937867	610117	76117986645376.0
FrivFvcqvfHAntHgGKmEyrntVgRDHt	view become story	Christopher Moore|Joshua Davis|Sarah Brown|Stephen Nelson|Holly Murphy	QABCG8359731	544098	257122523.7
UNjwdBczwFEoDUCqXEdVBBPTemZsZc	price research job customer	Amy Thompson|George Tran|Krystal Mason|Lisa Morris	ETDUY4287927	220384	71703.8689
wXEsFAXJkFvrYTqIjttfaGuPrWIIeu	scene decision	Shannon Young	SIKOX7525162	764282	87612052087418.0
JdoAeiozkQrfZeQunmEKYyWRAyTtmp	require garden such media	Michelle Jefferson	CRCWZ9200502	909095	18086251747.699
uenrLtAklUIsPERGWYDwJkfxyMtElw	almost visit	Clarence Chambers|Casey Brooks	BGIET6462663	197407	542720.7
FzPVzEKHUCPLyxLerPrSuTKlDDlNNx	enjoy change himself or	Brett Hernandez|Nancy Rodriguez	SKEOU2713453	704932	438216.53408428
KpjwxUXyVlhdBYwYoGAwrnHeKkoHdF	break thought me	Christopher Rowland|Susan Brown|Daniel Brown|Stephen Baker|Heather Santana	KHYYE9985145	714944	35734.3412967745
uMFMUlKscWwaDVahsNEzPBRJvQEgrj	speech agency owner this	Gina Martin|Curtis Glenn|Laura Michael|Clarence Reed|Amy Acosta	TRXYT1543414	431686	15859314300808.0
JCEEZZjBNPUSDPGmqcOiwXfFWefkkm	age manage investment our	Michael Gilbert	KWVIN9845693	830287	24.3128933
njHGGZxZXLzMELGBNZwRkCuBfFHlZC	across million throughout	Phillip James|Daniel Watson|Stacy Burgess	VUOQE8149552	120445	43971695449159.7
gQDrPqrjpZdROohbBFFsDeGdRlwlEL	wish another	Sally Johnson|Matthew Duffy DDS	MNPLH1106464	622692	856.68372
xskVQOehTvINrsdIbsjlzPeZriCvej	sit develop tough class	Annette Green|Michael Harmon	DMIIE3512058	74248	36441988.2934
ocTWXwrNSVgZCImhnIAJLajYjTaExX	trip until	Blake Mooney|Debbie Ward|Bryan Nicholson	BFLHV1866638	22854	363.4879411035
ispaDyRKzfRHCTKYkFnNmriNMnmcqg	enough price	Melissa Clark|Brandon Love|Amy Torres|Joshua Long|Gloria Adams	KPKBQ5997757	42229	16.37
MPlmFQXsySeyrwEkuMrbtfKchnHawp	station message	Joshua Collins|Charles Brown|Elizabeth Hoffman|Jared Carrillo	MNMMH3482282	903079	425490358281.0
ylkmAqGadcAEZxShJcEkptPgpkImvC	method trade best order	Cory Acosta|Austin Carter|Sandra Atkins|Whitney Jones|Richard Palmer	CDVMX7988206	452571	765617.161342
yFQujuvnOjiswHuuZPvBLtmMymnNEO	short because remain mention	Shelby Douglas|Tricia Oneal|Ronald Roach	MHUDS4042983	582168	266472879676.57
uoVHMGDPySPwDbCKpbVVkJDqqMApSL	someone cup	Philip Edwards|Ashley Sheppard|Jessica Smith|Michael Kim|Amanda Turner	OMYAS0658979	743803	659311174735258.0
LBoalVgbShvOYZaZDiqecmNrbBYFiq	type increase computer though	Alicia Stewart	JPTCE3647123	636107	44151.834
GoFSgODvssRnbVkLhfTRUuAcbezFFS	or which	Grant Martinez	CUHSC4472806	650017	835675320.261444
aXqkOsDgMXfAqEbOgbVCRNLlZsZRxz	share own various all	Mr. James Barnes|Taylor Anderson	ESWVC7150349	86445	31857342.9747
vdGsPYQqWRNhgPqDHNPSYONFERTyHt	word break politics	Jamie Bernard		955723	456.6492
ojOPPANKDUTDKuNJmZntbTmyAmURea	great mean believe	Catherine Rodriguez|Mary Walsh|Mark Roman|Kaitlyn Edwards|Denise Jackson	FJXZP3307287	458866	361.44800201113
tedVhyyDKlDeCyUoOoPqBMLmPwEwca	American nor term	Kathy Norris|Tyler Gardner|Gregory Henry	CZKBX1484715	967173	336653827.897
hZPHcnwFKrpovYAEAvWGWGgRKLGRvg	summer suffer design ahead	Derek Nash|Patricia Miller|Noah Pope|Kathryn Roach	SOMRU3021889	835924	81828490180768.5
VnqtyYUDHRhTOJAHOmuDKqHTfvQkZY	measure reduce	Jim Fuller	TGPTP3219251	936169	55.4
fTXUMHggWOEKHrcMfPuScaGYShqaKd	effort serious	Lisa Whitaker|Samantha Miller|Amy Sellers|Patricia Rice|Melissa Smith	KHCPA9124491	654450	250129603.578237
oFeJpXntGHXojpoXfGvbISbpyaYVjA	relationship avoid necessary	Steven Garcia|Margaret Ramsey|Paul Newman|Robert Payne|Eric Smith	PHKWM1608043	705717	514564.933
qBgzEmnLmFTGlBFMEtnasZOfMuvbzA	ten although nor	Susan Mullins|Jill Lopez|Lauren Wang|James Turner	USTVZ4354826	23633	42241133.365
ibDKwqhrygVGaHZYozXBEjxkWwsLBw	project ago military	Raymond Cox|Tasha Watts|Megan Rowe|Deanna Fischer|Jenna Frey	CYULX4991701	305223	9490594.493
vgpzaubJMyBqfFdYHTiHPQojsldQty	relationship room	Richard Blair|David Santos|Eric Harris|Andrew Burnett|Julie Miller	OMUXN5126074	416486	26445699251.32
bTcQXPmCUQMEuaajyXuimtIaTOeNVb	its painting huge ok	Brandi Miller|Carlos Browning	VNGAS9308473	366284	6305.8421
YYbqKqIobGpOsDJwVubokxwIGFfxaO	side every edge way	Jeffery Webster	DMJDA6686128	944321	
SaecGyPGfsceNzLPfvOGbMsyiKTNiy	manage arrive drop	Joe Miller|Rachel Jacobs|Ann Fuller|Nathaniel Dixon	RSSQD5396886	631600	208212.0
CqPnnMwdDaynDDbRijUnLKcvEsrumb	draw dream	Christine Roberts|Alison Hanna|Sally Blake|Charles Morales|Andrea Taylor	MYSSI1938024	769195	90550956047.0
jVueHXosXQVWgbGRUfnMSLYgbZDAOk	cold nice crime	Tracy Wallace|Andrew Harris|Patrick Perez|Brian Lopez|Daniel Pollard	MZSMH4587563	765379	316.79011409
LOIxGqewGEGkUYPDqLuRnzWxgrTUPJ	might product phone traditional	Bradley Stokes|Kelly Warren|James Miller|Pamela Stuart|Timothy Mcknight	SNIRV3648633	569263	1029.85084744933
FtOXxvAWhqhBFIRoHPfEMxxXssUTHA	wonder father always	Meghan Davis|Tyler Pollard|Shirley Rose	ZMIUD3544629	412530	237910378247.215
qiBPUdNMXOWFDmURshpNNLwNePLQMm	generation learn board family	Susan Jenkins	HNZAS5837331	958462	69841.42842503
EMVFAiYShEyOQZDFpICyJJRLDmFQPQ	certain hundred official	Marcus Malone|Olivia Travis|Julie Martin|Melissa Palmer	UYMUR1250558	994967	20516.142303
HPgoFhGxNKGAQdFBHffMFyUXMrSFXt	read manager talk notice	Michael Cohen|Amy Knapp|Katrina Vang|Mr. Christopher Stephens|Angela Stafford		513615	60881.666091
GvLFOjkWSqfpSvhKfgahyDFwfRmxBt	election peace	Sarah Frederick|Tara Sherman	MGPFQ1615402	835191	89.21
BKeilpHkLzvLsuDtiHlFQTDRmbvBlY	financial have already senior	Amy Sweeney		861521	335400.8906359
FAeKHjlTKoPeGUwCFrkIewtXnrwZUz	shoulder instead town get	Caroline Sims	AZYIF8901067	882489	82505704090.54
RImNxyONhSvOEzZzSiVZpuBIADwssL	once happen race car	Michael Evans	SKQHC8527514	355049	9539.751668603
RlQSVPrIQpAbWLRBHOxoTFnMQusbwD	year wall	Keith Gonzalez	SOCUQ7920357	451239	30300827782835.0
avGjVLPRqKxXLlPMlqDFcDamLsvqXI	leader likely move	Heidi Joseph|Jose Graham|Caleb Thomas|Sonia Davenport		297000	6332582238727.1
CBJyTPRpFgZmURjOUVpIffAojLezOH	program woman level compare	Jose Miller	AZFYS7534527	696860	
WQgtNOVfmOaQWqumyvErEfqMFylzmZ	participant thank	Ashlee Wheeler|Adam Davis	GBZCP8085349	501358	
TglypEccEtrONdSkRsyrtqPIdQzwhi	type through little let	Michael Guzman	GNHME3253862	11654	16272774586922.0
DLjNScZmEAHeegjPrYbSaZkKAidBWq	practice player by	Danielle Macdonald|Teresa Arias|Justin Richard|Jeffery Allen	BFUBT3382356	154889	7.453477735
TpyEzUpyKJqsFEUmUvPnjRaYVyqPns	among resource kid	Christopher Bruce	TLSLP3049558	189391	2.896849554
DWwwROIfPRlRwFtEebhrqsaNotRfNg	budget begin	Kimberly Garza|Jeffery Bates|Anthony Meyers|Gregory Griffin	OMTTB3172282	228348	87204525.872926
lDDjIalDjLKcLslwCCCEMEPrmxuTOx	about north if	Crystal Patterson	SYWUW4926137	495438	8629127924.8
SeIPCcpDHpbVypxSvuUjfkGIvxYZER	describe itself	Roberto Morales|Morgan Rangel|Laura Sloan	KNBLJ3762570	428163	
MJxAZFdhqanqguDoJCbwyINwvAgmna		Kathryn Price|Richard Larson|Janice Rose|Nicholas Soto	CAGVD1045011	652338	67648.72
mXwZyhfloyBbuXxgXnHHCadQtbMtYQ	miss best	Valerie Rios|Alexander Rivera|Courtney Flores|Wendy Weaver	GNTXL9157642	472603	281273917.37
HVBgHkLrEfBJDydBQWhJnITTrrSsTg	star record guess wait		BTEZR3956257	155996	6.839
lXwNasHrjxzaTCdOCDOaVbXUqlillA	decade blood	Anthony Hernandez|Emily Black|Olivia Li	CRTIR1407253	62210	4935050.19061
BLbabkKSxFYuBKbyKvDkQVNQmRHmbj	data early	Karen Ramos|Joel Gonzalez|Jacqueline Juarez	FIZEZ8664873	532089	1.4
CTIPKJTxFgyukYkVtAmGajZHRgyhdT	decade rather		SGTOE7034014	278644	377414423235.0
SmAvplBALvShfnrsesWffiqscuNYcK	capital friend beyond	Lori Brown|Cameron Thomas	FICRI0360347	634970	33139.5039505
HYVJxZrPJyVARvAPbAtVGfyxDUTQRD		Donald Gutierrez|Kelsey Burch|Amber Hancock	HTICG8023464	360058	6545.94644694
oHDAtGJBYRjIPewxLZkWpTePNAZWtV	story senior kind key	Jeffery Macias	SECZF1306766	719771	60844624166203.0
ZDHRlctyQSwgZYEbrXHsETCdcPNdTF	want indicate upon	Brittany Russo|Christine Jackson|Thomas Johnson	SZMFE5852746	597732	353107919615.6
KMwyKotVemOzmKBCjnfwzkNndcRclU	join need participant future	David Chan|Jennifer Key	CUXEA5654419	779198	8909.73879654
OVFPicbtnRMNyvdhTaLjMvmjDQOxko	contain public tree else	Sandra Bass|Christopher Park	SNWUS0566565	796466	4.83
sSDAlZlNIWpzwNwQFjOXDewxyIffGf	occur size	Barbara Pope|Carol Lee	BJGLR0449932	350176	95513.678402
OMKWuhQeIrbcDNMXaiKfvlAtkXRHkc	image military go purpose	April Woods	BRDKQ4706773	558925	732222224726.0
nmtGlMfJJJnbXpQdPuwzVrqtklmdJm	tax seven	Jake Santiago|David Hoffman|Melanie Anderson|Jonathan Smith	TLERF5066175	973998	5073537609642.0
NJpxcubpuBCUMQvTxzWyVQvWcTeHgC	security choose mention	Samantha Soto|Mark Guerrero|Nathan Hardy|Isabel Bauer|Chelsea Kirk	CDMXO6022633	840161	452270203776452.0
iIpEVARxhdpNoxHGnkIrxuJpBRLYNx	back interview environmental	Amanda Lewis|Jason Richard|Timothy Fleming	HNVHL4287764	192331	858978659461672.0
QudLTJtPGpixJvuiIqvsxjLbnNpkKj	break very	Charles White|Eileen Horton DVM|Nicole Ferguson|Susan Adkins|Brandon Chaney	WSANP9955004	910999	66197230703.0
BbWYaCQYyDmFiaqiEmazWatKfOUsZV	pull scientist big among	Mary Cantu|Amber Mcmillan|Melissa Martin	MVFOH3180553	144780	531287192509655.0
lJtvjZfTbFTBBOPNNObLpkZGykVcOR	better growth	Jason Carr|Theresa Ramirez|Tonya Brown	AOOIQ5254943	864287	
xkjtgjbGggjTDKJibiRXFmPGRycDlW	game nature	Catherine Jones|Robert Perez|Joseph Roberts|Christina Velasquez|Austin Little	NRFZX9889230	429545	83726895.29
pWlqFSXAWfAWHYXvoiszMYjKAsiBGF	officer increase	Terry Wood|Kathy Walker|Michael Bryant	BTVIT2977397	815812	3442578.203
wvwByCRGQQPdeifwQfIbXDMkqxwXyp	more body	Tammy Roach|Brooke Burnett|Jason Peterson|Christine Marsh|Shannon White	AFUTB4643640	442163	341.73130841
sjXZwXYlQmsxEBKrSQWIYnHKFtWioQ	recent everything investment	Tracy Alvarado	MZLKM9214441	891938	9962.518
tPAFexyImYngQsJxZAebAXWGzzXJnq	long happen	Terri Barton|Christopher Brown|Kelly Lamb|Jerry Booker|Tony Hill	GENZD8014422	948619	2438459990.29533
vPCjBrieCXFmoDbXJYUAOtboYKHmFM	reality involve	Daniel Jones	GELNV2738522		1241959.0
oTmJDjXvmsdytowFWOYLDCfHtflzUO	all bill blue clear	Michael Jones|Patrick Webster	BBUTE6394784	676407	864381.59200355
UqNWYAXqWTfXFwJHfNKXojimJcxhIp	issue yes notice up	Ian Brown|Jacob Turner|John Curtis|Brittany Wilson	GWSWG0544404	272460	699959343593.0
kwZCmSpKNAgGIdzmunIbfWqpRwzeVy	firm travel	Richard Rodriguez|Jill Anderson|Hannah Davis|Emily Knapp	SVIOA4398279	811563	530107918.5
IJUPhTlftIGlJENEAfIyDsFIloeaGc	note treat finally	Kimberly Dunlap|Taylor Khan|Tyler Sandoval|Maria Ortiz|Desiree Ross	BDYBJ2930742	393904	957667295.72
HrNtADkgQaKVKkENMYiAKhqgJNgzUS	book religious goal	Maria Young|Stacey Carlson|Andrew Hudson|Linda Hines	BIWVK3506214	89484	372.3806455329
sLMJkeSkhoXAnsdZAmtCduUVfiTzWC	response home notice third	Scott Perry|Anthony George|Jenna Weber|James Pugh|Andrea Hughes	DJMYW7790470	662761	644650084314468.0
yqXSISashQJtJVzsrjeLzpDCVFhzGW	cost any me pull	Martha Summers|Dawn Rasmussen|Mark Gray|Alexander Robinson	MNUWX6954957	856086	1.86605649
IfbMyeamUIyJXRfpIMeDYWWfOIyQFW	total common organization must	Bethany Craig|Anthony Weeks|Leslie Rodriguez|Taylor Gilbert DDS		977334	944514200045.5
DreVlBlQHdMbMDvYiGxbcAgUPyjPCO	always education politics	Marc Velazquez	HTKDE6808327	386125	1177.7323
NfRkVViPVyHOXVwKdYuPGWOiiqsYDY	change region	Margaret Caldwell	CIZDO3292387	933809	80809.0
dKcIvZJaLfdQoellNQoVxkNeneVcSc	trade medical station movement	Cassandra Stevens|Ashley Cowan|Phyllis Williams|Elizabeth Glover	ARACM9317695	860672	1.6940510962
PXPbxZZRCYFChKhvRwhnwreRzhDstg	report either month	Kimberly Weaver|Frank Miller|Jennifer Ruiz|Eric Sanchez	MZSZC8844685	338853	6755.8756974
TBdBoSLpAgvnWBkSxSGAsIKvShLDnn	early realize	Sandra Long|Brenda Coleman PhD|Maria Williams|Bradley Anderson	BAJUC5126764	272138	824801773009.71
JdIyVgNjYJeQjaauPnLNDbWcAwtJuc	could responsibility site	Virginia Gomez|Daniel Olson|Luis Norris|Timothy Rose|George Allen		621243	2.1
